text,label,category
"Subject: Your application to ByteWorks has been submitted

Hi Candidate,

Great news! Your application for Engineering Manager at ByteWorks has been successfully submitted.

What happens next?
- Our team will review your profile
- If selected, you'll hear from us within 2 weeks
- You can track your application status in our portal

Thank you for considering ByteWorks!

Best,
ByteWorks Recruiting",0,applied
"Subject: InnovateTech - Application Confirmation

Dear Candidate,

This email confirms that we have received your application for:

Position: Software Engineer
Company: InnovateTech
Date Applied: January 23, 2026

Your application is now under review. We will contact you if your profile matches our requirements.

Thank you,
InnovateTech Talent Acquisition",0,applied
"Subject: Thank you for applying to Razorpay

Hi Candidate,

Thank you for applying to the Technical Program Manager position at Razorpay! We have received your application and our team is currently reviewing it.

We appreciate your interest in joining our team. If your qualifications match our requirements, a member of our recruiting team will reach out to discuss next steps.

Best regards,
The Razorpay Talent Team",0,applied
"Subject: Order Confirmation - Flipkart

Dear Candidate,

Thank you for your order! Here are the details:

Order ID: OD123456789
Item: Wireless Headphones
Amount: ₹2,499

Your order will be delivered by January 21, 2026.

Happy Shopping!
Flipkart",3,not_job
"Subject: Update on Your Application - Square

Dear Candidate,

Thank you for taking the time to apply for the Data Analyst position at Square and for your interest in joining our team.

After careful consideration, we have decided to move forward with other candidates whose experience more closely matches our current needs.

We encourage you to apply for future openings that match your skills. We wish you the best in your job search.

Sincerely,
Square Recruiting Team",2,rejection
"Subject: Your Application to Swiggy

Hi Candidate,

Thank you for your interest in the Solutions Architect role at Swiggy. We appreciate the time you invested in applying.

Unfortunately, we will not be moving forward with your application at this time. While your background is impressive, we've decided to pursue candidates with different experience for this particular role.

We wish you all the best in your career journey.

Best,
Rachel
Swiggy",2,rejection
"Subject: Phone Screen Request - DevSecOps Engineer at Google

Hello Candidate,

I hope this email finds you well! I'm Vikram from Google's recruiting team.

We reviewed your application for DevSecOps Engineer and would love to schedule a brief phone conversation to learn more about your experience.

Are you available for a 20-minute call this week? Let me know what works best.

Talk soon,
Vikram",1,interview
"Subject: Your Amazon order has shipped!

Hi Candidate,

Great news! Your order #123-4567890 has been shipped and is on its way.

Expected delivery: January 13, 2026
Tracking number: TRK123456789

Track your package at amazon.com/orders

Thank you for shopping with us!
Amazon Customer Service",3,not_job
"Subject: Your bank statement is ready

Dear Customer,

Your account statement for the month of January 2024 is now available.

Account: XXXX1234
Balance: ₹45,678.90

Log in to your account to view the full statement.

HDFC Bank",3,not_job
"Subject: Interview Invitation - Solutions Architect at Apple

Hi Candidate,

Great news! We'd like to invite you to interview for the Solutions Architect position at Apple.

We were impressed by your background and would love to learn more about you. Please let us know your availability for a 30-minute phone screen this week.

Available times:
- Monday-Friday: 10am-4pm

Looking forward to speaking with you!

Best,
Emily
Apple Recruiting",1,interview
"Subject: Phone Screen Request - Backend Developer at Acme Corp

Hello Candidate,

I hope this email finds you well! I'm Michael from Acme Corp's recruiting team.

We reviewed your application for Backend Developer and would love to schedule a brief phone conversation to learn more about your experience.

Are you available for a 20-minute call this week? Let me know what works best.

Talk soon,
Michael",1,interview
"Subject: Thank you for applying to CRED

Hi Candidate,

Thank you for your interest in CRED and for applying to the Solutions Architect position.

We have carefully reviewed your application and, unfortunately, have decided not to move forward at this time. We received many qualified applicants for this role and the competition was intense.

We appreciate your time and wish you success in your career.

Best,
Michael
CRED HR",2,rejection
"Subject: Interview Invitation - Product Designer at Upstox

Hi Candidate,

Great news! We'd like to invite you to interview for the Product Designer position at Upstox.

We were impressed by your background and would love to learn more about you. Please let us know your availability for a 30-minute phone screen this week.

Available times:
- Monday-Friday: 10am-4pm

Looking forward to speaking with you!

Best,
John
Upstox Recruiting",1,interview
"Subject: Coding Challenge - Coinbase Engineering Manager

Hi Candidate,

Thank you for your interest in the Engineering Manager position at Coinbase!

As the next step in our hiring process, we'd like to invite you to complete a take-home coding challenge. 

Details:
- Duration: 2-3 hours
- Deadline: 5 days from today
- Language: Your choice

Please find the challenge at: [HackerRank Link]

Good luck!
Coinbase Engineering Team",1,interview
"Subject: Ashley sent you a message on LinkedIn

Hi Candidate,

Ashley sent you a new message:

""Hi! I came across your profile and...""

Reply on LinkedIn to continue the conversation.

LinkedIn",3,not_job
"Subject: Update on Your Application - HCL

Dear Candidate,

Thank you for taking the time to apply for the Business Analyst position at HCL and for your interest in joining our team.

After careful consideration, we have decided to move forward with other candidates whose experience more closely matches our current needs.

We encourage you to apply for future openings that match your skills. We wish you the best in your job search.

Regards,
HCL Recruiting Team",2,rejection
"Subject: Application Received - SRE Engineer at DoorDash

Dear Candidate,

We've received your application for the SRE Engineer role at DoorDash. Thanks for your interest in joining our team!

Our recruiting team will review your application and get back to you if there's a potential match. Due to the high volume of applications, this process may take 2-3 weeks.

Cheers,
Divya
Talent Acquisition, DoorDash",0,applied
"Subject: Thank you for applying to Groww

Hi Candidate,

Thank you for applying to the Android Developer position at Groww! We have received your application and our team is currently reviewing it.

We appreciate your interest in joining our team. If your qualifications match our requirements, a member of our recruiting team will reach out to discuss next steps.

Best regards,
The Groww Talent Team",0,applied
"Subject: Databricks - Application Update

Dear Candidate,

We appreciate your interest in joining Databricks as a Test Engineer.

After thorough review, we have decided to pursue other candidates for this position. While we were impressed by your background, we felt other applicants were a closer fit for our immediate needs.

We encourage you to check our careers page for future opportunities.

Warm regards,
Databricks Recruiting",2,rejection
"Subject: Phone Screen Request - Solutions Architect at Intel

Hi Candidate,

I hope this email finds you well! I'm Jessica from Intel's recruiting team.

We reviewed your application for Solutions Architect and would love to schedule a brief phone conversation to learn more about your experience.

Are you available for a 20-minute call this week? Let me know what works best.

Talk soon,
Jessica",1,interview
"Subject: Schedule Your Interview - Amazon

Hello Candidate,

We're excited to invite you to the next stage of our interview process for Senior Software Engineer!

Interview Details:
- Type: Video call (Google Meet/Zoom)
- Duration: 60 minutes
- Focus: Technical discussion + behavioral questions

Please reply with 3 time slots that work for you this week.

Cheers,
Amanda
Amazon",1,interview
"Subject: Thank you for your interest in InnovateTech

Dear Candidate,

We appreciate your interest in joining InnovateTech as a Systems Analyst. 

Your application has been forwarded to the hiring team for review. If your background is a match, you can expect to hear from us within the next two weeks.

Best of luck,
Divya
Recruiting Team, InnovateTech",0,applied
"Subject: Technical Interview - Razorpay

Hello Candidate,

You've been selected for a technical interview for the Software Engineer position at Razorpay!

The interview will cover:
- System design discussion
- Live coding problem
- Q&A about your experience

Duration: 90 minutes
Format: Virtual

Please share your availability for next week.

Regards,
Razorpay Engineering Hiring",1,interview
"Subject: Your OTP for login

Your one-time password is: 847293

This OTP is valid for 10 minutes. Do not share with anyone.

If you didn't request this, please ignore.

SecureBank",3,not_job
"Subject: Application Status - QA Engineer at Zepto

Dear Candidate,

We wanted to follow up regarding your application for QA Engineer at Zepto.

After reviewing your qualifications alongside our current openings, we regret to inform you that we will not be proceeding with your application. This was a highly competitive process, and the decision was not easy.

Please don't be discouraged - we encourage you to apply again in the future.

Thank you,
Zepto Talent Team",2,rejection
"Subject: Your Application to Fastly

Hi Candidate,

Thank you for your interest in the DevOps Engineer role at Fastly. We appreciate the time you invested in applying.

Unfortunately, we will not be moving forward with your application at this time. While your background is impressive, we've decided to pursue candidates with different experience for this particular role.

We wish you all the best in your career journey.

Best,
Rahul
Fastly",2,rejection
"Subject: Your subscription is expiring soon

Dear Candidate,

Your premium subscription will expire on February 03, 2026.

Renew now to continue enjoying:
- Unlimited access
- Ad-free experience
- Exclusive content

Renew for just $9.99/month.

StreamingService",3,not_job
"Subject: Zomato: Order delivered successfully

Hi Candidate,

Your order from Biryani House has been delivered!

How was your food? Rate your experience.

Order total: ₹450

Thanks for ordering with Zomato!",3,not_job
"Subject: Technical Interview - Atlassian

Hello Candidate,

You've been selected for a technical interview for the Platform Engineer position at Atlassian!

The interview will cover:
- System design discussion
- Live coding problem
- Q&A about your experience

Duration: 90 minutes
Format: Virtual

Please share your availability for next week.

Regards,
Atlassian Engineering Helloring",1,interview
"Subject: Application Status - Automation Engineer at FutureSoft

Dear Candidate,

We wanted to follow up regarding your application for Automation Engineer at FutureSoft.

After reviewing your qualifications alongside our current openings, we regret to inform you that we will not be proceeding with your application. This was a highly competitive process, and the decision was not easy.

Please don't be discouraged - we encourage you to apply again in the future.

Thank you,
FutureSoft Talent Team",2,rejection
"Subject: Zomato: Order delivered successfully

Hi Candidate,

Your order from Biryani House has been delivered!

How was your food? Rate your experience.

Order total: ₹450

Thanks for ordering with Zomato!",3,not_job
"Subject: Next Steps - IBM iOS Developer Interview

Hi Candidate,

Congratulations! After reviewing your application for iOS Developer, we'd like to move forward with the interview process.

The next step is a technical phone screen with one of our engineers. This will be a 45-minute call covering your background and a coding exercise.

Please use this link to schedule: [Calendly Link]

Best regards,
Michael
IBM Talent Team",1,interview
"Subject: Update on Your Application - Flipkart

Dear Candidate,

Thank you for taking the time to apply for the Business Analyst position at Flipkart and for your interest in joining our team.

After careful consideration, we have decided to move forward with other candidates whose experience more closely matches our current needs.

We encourage you to apply for future openings that match your skills. We wish you the best in your job search.

Sincerely,
Flipkart Recruiting Team",2,rejection
"Subject: Regarding Your Senior Software Engineer Application

Hello Candidate,

Thank you for applying for the Senior Software Engineer position at DataDrive. We enjoyed learning about your background.

After careful consideration, we've decided to move in a different direction for this role. This decision is not a reflection of your abilities - we simply found candidates whose experience was a closer match.

Best of luck with your job search!

Sincerely,
Vikram
DataDrive",2,rejection
"Subject: Your application to PayPal has been submitted

Hi Candidate,

Great news! Your application for Product Designer at PayPal has been successfully submitted.

What happens next?
- Our team will review your profile
- If selected, you'll hear from us within 2 weeks
- You can track your application status in our portal

Thanks for considering PayPal!

Best,
PayPal Recruiting",0,applied
"Subject: Interview Invitation - Software Engineer at Docker

Hi Candidate,

Great news! We'd like to invite you to interview for the Software Engineer position at Docker.

We were impressed by your background and would love to learn more about you. Please let us know your availability for a 30-minute phone screen this week.

Available times:
- Monday-Friday: 10am-4pm

Looking forward to speaking with you!

Best,
Emily
Docker Recruiting",1,interview
"Subject: Update on Your Application - Databricks

Dear Candidate,

Thank you for taking the time to apply for the DevSecOps Engineer position at Databricks and for your interest in joining our team.

After careful consideration, we have decided to move forward with other candidates whose experience more closely matches our current needs.

We encourage you to apply for future openings that match your skills. We wish you the best in your job search.

Sincerely,
Databricks Recruiting Team",2,rejection
"Subject: Weekly Tech News Digest

Hi Candidate,

Here's your weekly roundup of the top tech stories:

1. Apple announces new product launch
2. Google updates search algorithm
3. Microsoft's AI breakthrough

Click here to read more...

Unsubscribe | Update Preferences
TechNews Weekly",3,not_job
"Subject: Thank you for applying to DoorDash

Hi Candidate,

Thank you for applying to the Data Analyst position at DoorDash! We have received your application and our team is currently reviewing it.

We appreciate your interest in joining our team. If your qualifications match our requirements, a member of our recruiting team will reach out to discuss next steps.

Best regards,
The DoorDash Talent Team",0,applied
"Subject: We received your application for Site Reliability Engineer

Hi Candidate,

Thanks for taking the time to apply for the Site Reliability Engineer position at Docker!

We're excited to learn more about you. Our hiring team is reviewing applications and will reach out to qualified candidates soon.

In the meantime, feel free to check out our careers page for other opportunities.

Best,
The Docker Team",0,applied
"Subject: Application Received - Android Developer at Plaid

Dear Candidate,

We've received your application for the Android Developer role at Plaid. Thank you for your interest in joining our team!

Our recruiting team will review your application and get back to you if there's a potential match. Due to the high volume of applications, this process may take 2-3 weeks.

Cheers,
Ryan
Talent Acquisition, Plaid",0,applied
"Subject: We received your application for UX Designer

Hi Candidate,

Thanks for taking the time to apply for the UX Designer position at JetBrains!

We're excited to learn more about you. Our hiring team is reviewing applications and will reach out to qualified candidates soon.

In the meantime, feel free to check out our careers page for other opportunities.

Best,
The JetBrains Team",0,applied
"Subject: Interview Invitation - Senior Software Engineer at Robinhood

Hi Candidate,

Great news! We'd like to invite you to interview for the Senior Software Engineer position at Robinhood.

We were impressed by your background and would love to learn more about you. Please let us know your availability for a 30-minute phone screen this week.

Available times:
- Monday-Friday: 10am-4pm

Looking forward to speaking with you!

Best,
Ryan
Robinhood Recruiting",1,interview
"Subject: Interview Invitation - Product Designer at Docker

Hi Candidate,

Great news! We'd like to invite you to interview for the Product Designer position at Docker.

We were impressed by your background and would love to learn more about you. Please let us know your availability for a 30-minute phone screen this week.

Available times:
- Monday-Friday: 10am-4pm

Looking forward to speaking with you!

Best,
Sarah
Docker Recruiting",1,interview
"Subject: Your Amazon order has shipped!

Hi Candidate,

Great news! Your order #123-4567890 has been shipped and is on its way.

Expected delivery: January 30, 2026
Tracking number: TRK123456789

Track your package at amazon.com/orders

Thank you for shopping with us!
Amazon Customer Service",3,not_job
"Subject: Your Swiggy order is confirmed!

Hi Candidate,

Your order from Domino's Pizza has been confirmed!

Order ID: SW123456
Items: Margherita Pizza, Garlic Bread
Total: ₹599

Estimated delivery: 35-40 mins

Track your order in the Swiggy app.

Enjoy your meal!
Swiggy",3,not_job
"Subject: Phone Screen Request - Full Stack Developer at JetBrains

Hello Candidate,

I hope this email finds you well! I'm David from JetBrains's recruiting team.

We reviewed your application for Full Stack Developer and would love to schedule a brief phone conversation to learn more about your experience.

Are you available for a 20-minute call this week? Let me know what works best.

Talk soon,
David",1,interview
"Subject: Interview Confirmation - FutureSoft

Dear Candidate,

This is to confirm your interview for the Site Reliability Engineer position at FutureSoft.

Date: Saturday, February 14
Time: 2:00 PM - 3:00 PM
Location: Video Call (link will be sent separately)
Interviewer: Engineering Team

Please let us know if you need to reschedule.

Best,
Ryan
FutureSoft",1,interview
"Subject: Moving Forward - Frontend Developer Application

Hi Candidate,

Great news! The hiring team at MongoDB was impressed with your profile and we'd like to move forward with your application for Frontend Developer.

Next steps:
1. 30-min recruiter call
2. Technical assessment
3. Final round with the team

Let's schedule the recruiter call this week. What times work for you?

Thanks,
Arun",1,interview
"Subject: Thank you for applying to Confluent

Hi Candidate,

Thank you for applying to the Product Manager position at Confluent! We have received your application and our team is currently reviewing it.

We appreciate your interest in joining our team. If your qualifications match our requirements, a member of our recruiting team will reach out to discuss next steps.

Best regards,
The Confluent Talent Team",0,applied
"Subject: Regarding Your Technical Program Manager Application

Hello Candidate,

Thanks for applying for the Technical Program Manager position at DataDrive. We enjoyed learning about your background.

After careful consideration, we've decided to move in a different direction for this role. This decision is not a reflection of your abilities - we simply found candidates whose experience was a closer match.

Best of luck with your job search!

Sincerely,
Sneha
DataDrive",2,rejection
"Subject: Application Received - Business Analyst at TCS

Dear Candidate,

We've received your application for the Business Analyst role at TCS. Thank you for your interest in joining our team!

Our recruiting team will review your application and get back to you if there's a potential match. Due to the high volume of applications, this process may take 2-3 weeks.

Cheers,
Divya
Talent Acquisition, TCS",0,applied
"Subject: Your Amazon order has shipped!

Hi Candidate,

Great news! Your order #123-4567890 has been shipped and is on its way.

Expected delivery: January 21, 2026
Tracking number: TRK123456789

Track your package at amazon.com/orders

Thank you for shopping with us!
Amazon Customer Service",3,not_job
"Subject: Flight booking confirmation - IndiGo

Dear Candidate,

Your flight booking is confirmed!

PNR: ABC123
Flight: 6E-1234
Route: DEL → BLR
Date: January 17, 2026

Web check-in opens 48 hours before departure.

IndiGo Airlines",3,not_job
"Subject: Your Twitter digest

Hi Candidate,

Here's what's happening on Twitter:

Top trends in India:
1. #TechNews - 50K tweets
2. #Cricket - 100K tweets

See what's trending

Twitter",3,not_job
"Subject: Phone Screen Request - Senior Software Engineer at Adobe

Hello Candidate,

I hope this email finds you well! I'm Rachel from Adobe's recruiting team.

We reviewed your application for Senior Software Engineer and would love to schedule a brief phone conversation to learn more about your experience.

Are you available for a 20-minute call this week? Let me know what works best.

Talk soon,
Rachel",1,interview
"Subject: Zomato: Order delivered successfully

Hello Candidate,

Your order from Biryani House has been delivered!

How was your food? Rate your experience.

Order total: ₹450

Thanks for ordering with Zomato!",3,not_job
"Subject: Coding Challenge - GitLab Principal Engineer

Hi Candidate,

Thank you for your interest in the Principal Engineer position at GitLab!

As the next step in our hiring process, we'd like to invite you to complete a take-home coding challenge. 

Details:
- Duration: 2-3 hours
- Deadline: 5 days from today
- Language: Your choice

Please find the challenge at: [HackerRank Link]

Good luck!
GitLab Engineering Team",1,interview
"Subject: Update on Your Application - Meta

Dear Candidate,

Thank you for taking the time to apply for the QA Engineer position at Meta and for your interest in joining our team.

After careful consideration, we have decided to move forward with other candidates whose experience more closely matches our current needs.

We encourage you to apply for future openings that match your skills. We wish you the best in your job search.

Regards,
Meta Recruiting Team",2,rejection
"Subject: Coding Challenge - Square Business Analyst

Hi Candidate,

Thanks for your interest in the Business Analyst position at Square!

As the next step in our hiring process, we'd like to invite you to complete a take-home coding challenge. 

Details:
- Duration: 2-3 hours
- Deadline: 5 days from today
- Language: Your choice

Please find the challenge at: [HackerRank Link]

Good luck!
Square Engineering Team",1,interview
"subject: your application to techstart inc

hi candidate,

thank you for your interest in the frontend developer role at techstart inc. we appreciate the time you invested in applying.

unfortunately, we will not be moving forward with your application at this time. while your background is impressive, we've decided to pursue candidates with different experience for this particular role.

we wish you all the best in your career journey.

best regards,
chris
techstart inc",2,rejection
"Subject: MongoDB - Application Update

Dear Candidate,

We appreciate your interest in joining MongoDB as a Senior Software Engineer.

After thorough review, we have decided to pursue other candidates for this position. While we were impressed by your background, we felt other applicants were a closer fit for our immediate needs.

We encourage you to check our careers page for future opportunities.

Warm regards,
MongoDB Recruiting",2,rejection
"Subject: Application submitted successfully - Snowflake

Hi Candidate,

Your application for Software Architect at Snowflake has been received!

Here's what to expect:
1. Resume review by our talent team
2. Initial screening if qualified
3. Interview process (typically 3-4 rounds)

We'll keep you updated on your status.

Thanks,
Snowflake Careers",0,applied
"Subject: Thank you for applying to Snowflake

Hi Candidate,

Thank you for your interest in Snowflake and for applying to the Engineering Manager position.

We have carefully reviewed your application and, unfortunately, have decided not to move forward at this time. We received many qualified applicants for this role and the competition was intense.

We appreciate your time and wish you success in your career.

Best,
Sneha
Snowflake HR",2,rejection
"Subject: Order Confirmation - Flipkart

Dear Candidate,

Thank you for your order! Here are the details:

Order ID: OD123456789
Item: Wireless Headphones
Amount: ₹2,499

Your order will be delivered by January 30, 2026.

Happy Shopping!
Flipkart",3,not_job
"Subject: Update on Your Application - IBM

Dear Candidate,

Thank you for taking the time to apply for the Staff Software Engineer position at IBM and for your interest in joining our team.

After careful consideration, we have decided to move forward with other candidates whose experience more closely matches our current needs.

We encourage you to apply for future openings that match your skills. We wish you the best in your job search.

Sincerely,
IBM Recruiting Team",2,rejection
"Subject: Next Steps - Acme Corp Site Reliability Engineer Interview

Dear Candidate,

Congratulations! After reviewing your application for Site Reliability Engineer, we'd like to move forward with the interview process.

The next step is a technical phone screen with one of our engineers. This will be a 45-minute call covering your background and a coding exercise.

Please use this link to schedule: [Calendly Link]

Best regards,
Arun
Acme Corp Talent Team",1,interview
"Subject: Thank you for applying to DoorDash

Hi Candidate,

Thank you for applying to the Software Engineer position at DoorDash! We have received your application and our team is currently reviewing it.

We appreciate your interest in joining our team. If your qualifications match our requirements, a member of our recruiting team will reach out to discuss next steps.

Best regards,
The DoorDash Talent Team",0,applied
"Subject: Thanks for applying! - TCS

Hello Candidate,

Thank you for your interest in the Platform Engineer position at TCS. We've received your application and wanted to confirm it's in our system.

We review every application carefully and will be in touch if we'd like to move forward.

Warm regards,
Arun
TCS HR Team",0,applied
"Subject: Thanks for applying! - Stripe

Hello Candidate,

Thank you for your interest in the Security Engineer position at Stripe. We've received your application and wanted to confirm it's in our system.

We review every application carefully and will be in touch if we'd like to move forward.

Warm regards,
Emily
Stripe HR Team",0,applied
"Subject: Instacart - Application Confirmation

Dear Candidate,

This email confirms that we have received your application for:

Position: Site Reliability Engineer
Company: Instacart
Date Applied: February 03, 2026

Your application is now under review. We will contact you if your profile matches our requirements.

Thank you,
Instacart Talent Acquisition",0,applied
"Subject: Interview Confirmation - InnovateTech

Dear Candidate,

This is to confirm your interview for the Technical Lead position at InnovateTech.

Date: Wednesday, February 18
Time: 2:00 PM - 3:00 PM
Location: Video Call (link will be sent separately)
Interviewer: Engineering Team

Please let us know if you need to reschedule.

Best,
Ryan
InnovateTech",1,interview
"Subject: Schedule Your Interview - Docker

Hi Candidate,

We're excited to invite you to the next stage of our interview process for Principal Engineer!

Interview Details:
- Type: Video call (Google Meet/Zoom)
- Duration: 60 minutes
- Focus: Technical discussion + behavioral questions

Please reply with 3 time slots that work for you this week.

Cheers,
David
Docker",1,interview
"Subject: Phone Screen Request - Principal Engineer at GitLab

Hi Candidate,

I hope this email finds you well! I'm Vikram from GitLab's recruiting team.

We reviewed your application for Principal Engineer and would love to schedule a brief phone conversation to learn more about your experience.

Are you available for a 20-minute call this week? Let me know what works best.

Talk soon,
Vikram",1,interview
"Subject: Schedule Your Interview - Kubernetes

Hi Candidate,

We're excited to invite you to the next stage of our interview process for QA Engineer!

Interview Details:
- Type: Video call (Google Meet/Zoom)
- Duration: 60 minutes
- Focus: Technical discussion + behavioral questions

Please reply with 3 time slots that work for you this week.

Cheers,
Ryan
Kubernetes",1,interview
"Subject: Your subscription is expiring soon

Hi Candidate,

Your premium subscription will expire on February 05, 2026.

Renew now to continue enjoying:
- Unlimited access
- Ad-free experience
- Exclusive content

Renew for just $9.99/month.

StreamingService",3,not_job
"Subject: Order Confirmation - Flipkart

Dear Candidate,

Thank you for your order! Here are the details:

Order ID: OD123456789
Item: Wireless Headphones
Amount: ₹2,499

Your order will be delivered by January 18, 2026.

Happy Shopping!
Flipkart",3,not_job
"Subject: Update on Your Application - JetBrains

Dear Candidate,

Thank you for taking the time to apply for the Site Reliability Engineer position at JetBrains and for your interest in joining our team.

After careful consideration, we have decided to move forward with other candidates whose experience more closely matches our current needs.

We encourage you to apply for future openings that match your skills. We wish you the best in your job search.

Sincerely,
JetBrains Recruiting Team",2,rejection
"Subject: Snowflake - Application Confirmation

Dear Candidate,

This email confirms that we have received your application for:

Position: Technical Lead
Company: Snowflake
Date Applied: January 22, 2026

Your application is now under review. We will contact you if your profile matches our requirements.

Thank you,
Snowflake Talent Acquisition",0,applied
"Subject: Password reset request

Hi Candidate,

We received a request to reset your password.

Click here to reset: [Reset Link]

If you didn't request this, please ignore this email.

Security Team",3,not_job
"Subject: Your OTP for login

Your one-time password is: 847293

This OTP is valid for 10 minutes. Do not share with anyone.

If you didn't request this, please ignore.

SecureBank",3,not_job
"Subject: Wipro - Application Confirmation

Dear Candidate,

This email confirms that we have received your application for:

Position: DevOps Engineer
Company: Wipro
Date Applied: February 03, 2026

Your application is now under review. We will contact you if your profile matches our requirements.

Thank you,
Wipro Talent Acquisition",0,applied
"Subject: Application Status - Software Engineer at MongoDB

Dear Candidate,

We wanted to follow up regarding your application for Software Engineer at MongoDB.

After reviewing your qualifications alongside our current openings, we regret to inform you that we will not be proceeding with your application. This was a highly competitive process, and the decision was not easy.

Please don't be discouraged - we encourage you to apply again in the future.

Thank you,
MongoDB Talent Team",2,rejection
"Subject: We're going a different direction - Redis Labs

Hi Candidate,

I wanted to personally reach out regarding your application for Product Manager at Redis Labs.

Unfortunately, after much deliberation, we've decided not to proceed with your candidacy. This was a difficult decision given the strength of your application.

I'd be happy to keep your resume on file for future opportunities.

Best wishes,
Priya
Redis Labs Talent Acquisition",2,rejection
"Subject: FutureSoft - Application Confirmation

Dear Candidate,

This email confirms that we have received your application for:

Position: iOS Developer
Company: FutureSoft
Date Applied: January 19, 2026

Your application is now under review. We will contact you if your profile matches our requirements.

Thanks,
FutureSoft Talent Acquisition",0,applied
"Subject: Meesho - Application Confirmation

Dear Candidate,

This email confirms that we have received your application for:

Position: Product Designer
Company: Meesho
Date Applied: January 25, 2026

Your application is now under review. We will contact you if your profile matches our requirements.

Thanks,
Meesho Talent Acquisition",0,applied
"Subject: Thanks for applying to Snowflake

Hi Candidate,

Thanks for applying to the Software Engineer position at Snowflake! We have received your application and our team is currently reviewing it.

We appreciate your interest in joining our team. If your qualifications match our requirements, a member of our recruiting team will reach out to discuss next steps.

Best regards,
The Snowflake Talent Team",0,applied
"Subject: Regarding Your Systems Analyst Application

Hi Candidate,

Thank you for applying for the Systems Analyst position at TechStart Inc. We enjoyed learning about your background.

After careful consideration, we've decided to move in a different direction for this role. This decision is not a reflection of your abilities - we simply found candidates whose experience was a closer match.

Best of luck with your job search!

Sincerely,
Priya
TechStart Inc",2,rejection
"Subject: Application Status - Data Analyst at Instacart

Dear Candidate,

We wanted to follow up regarding your application for Data Analyst at Instacart.

After reviewing your qualifications alongside our current openings, we regret to inform you that we will not be proceeding with your application. This was a highly competitive process, and the decision was not easy.

Please don't be discouraged - we encourage you to apply again in the future.

Thanks,
Instacart Talent Team",2,rejection
"Subject: Thank you for applying to Salesforce

Hi Candidate,

Thank you for your interest in Salesforce and for applying to the Infrastructure Engineer position.

We have carefully reviewed your application and, unfortunately, have decided not to move forward at this time. We received many qualified applicants for this role and the competition was intense.

We appreciate your time and wish you success in your career.

Best,
Brian
Salesforce HR",2,rejection
"Subject: Thank you for applying to GitLab

Hello Candidate,

Thank you for your interest in GitLab and for applying to the Test Engineer position.

We have carefully reviewed your application and, unfortunately, have decided not to move forward at this time. We received many qualified applicants for this role and the competition was intense.

We appreciate your time and wish you success in your career.

Best,
Arun
GitLab HR",2,rejection
"Subject: Your bank statement is ready

Dear Customer,

Your account statement for the month of January 2024 is now available.

Account: XXXX1234
Balance: ₹45,678.90

Log in to your account to view the full statement.

HDFC Bank",3,not_job
"Subject: Your subscription is expiring soon

Dear Candidate,

Your premium subscription will expire on January 29, 2026.

Renew now to continue enjoying:
- Unlimited access
- Ad-free experience
- Exclusive content

Renew for just $9.99/month.

StreamingService",3,not_job
"Subject: Transaction Alert - ICICI Bank

Hi Candidate,

A transaction of Rs. 1,299 has been debited from your account XXXX5678 at SWIGGY.

Available Balance: Rs. 23,456.78
Date: February 06, 2026

If not done by you, call 1800-XXX-XXXX immediately.

ICICI Bank",3,not_job
"Subject: Interview Confirmation - Swiggy

Dear Candidate,

This is to confirm your interview for the Product Designer position at Swiggy.

Date: Saturday, February 14
Time: 2:00 PM - 3:00 PM
Location: Video Call (link will be sent separately)
Interviewer: Engineering Team

Please let us know if you need to reschedule.

Best,
Arun
Swiggy",1,interview
"Subject: Your Twitter digest

Hi Candidate,

Here's what's happening on Twitter:

Top trends in India:
1. #TechNews - 50K tweets
2. #Cricket - 100K tweets

See what's trending

Twitter",3,not_job
"Subject: Transaction Alert - ICICI Bank

Dear Candidate,

A transaction of Rs. 1,299 has been debited from your account XXXX5678 at SWIGGY.

Available Balance: Rs. 23,456.78
Date: January 13, 2026

If not done by you, call 1800-XXX-XXXX immediately.

ICICI Bank",3,not_job
"Subject: Application submitted successfully - Fastly

Hello Candidate,

Your application for Software Engineer at Fastly has been received!

Here's what to expect:
1. Resume review by our talent team
2. Initial screening if qualified
3. Interview process (typically 3-4 rounds)

We'll keep you updated on your status.

Thanks,
Fastly Careers",0,applied
"Subject: Thank you for your interest in Wipro

Dear Candidate,

We appreciate your interest in joining Wipro as a Software Engineer. 

Your application has been forwarded to the hiring team for review. If your background is a match, you can expect to hear from us within the next two weeks.

Best of luck,
Sarah
Recruiting Team, Wipro",0,applied
"Subject: Technical Interview - Salesforce

Hello Candidate,

You've been selected for a technical interview for the UX Designer position at Salesforce!

The interview will cover:
- System design discussion
- Live coding problem
- Q&A about your experience

Duration: 90 minutes
Format: Virtual

Please share your availability for next week.

Regards,
Salesforce Engineering Hiring",1,interview
"Subject: We're going a different direction - Flipkart

Hi Candidate,

I wanted to personally reach out regarding your application for Platform Engineer at Flipkart.

Unfortunately, after much deliberation, we've decided not to proceed with your candidacy. This was a difficult decision given the strength of your application.

I'd be happy to keep your resume on file for future opportunities.

Best wishes,
Emily
Flipkart Talent Acquisition",2,rejection
